household_id,city_id,household_type_en,total_households,total_households_with_car,household_hascar_perc_of_total,cardata_year
3028,24,Couples without cohabiting children,1278,1178,92.18,2018
3213,61,Couples without cohabiting children,1477,1367,92.55,2018
3308,80,Couples without cohabiting children,1850,1386,74.92,2018
3403,99,Couples without cohabiting children,354,327,92.37,2018
3508,120,Couples without cohabiting children,1946,1702,87.46,2018
3778,174,Couples without cohabiting children,939,857,91.27,2018
3873,193,Couples without cohabiting children,5252,4679,89.09,2018
3913,201,Couples without cohabiting children,618,575,93.04,2018
4038,226,Couples without cohabiting children,1506,1390,92.3,2018
4388,296,Couples without cohabiting children,525,492,93.71,2018
4603,339,Couples without cohabiting children,1585,1481,93.44,2018
4673,353,Couples without cohabiting children,1337,1253,93.72,2018
4848,388,Couples without cohabiting children,238,225,94.54,2018
5103,440,Couples without cohabiting children,4516,4119,91.21,2018
5148,449,Couples without cohabiting children,2648,2429,91.73,2018
5298,479,Couples without cohabiting children,1705,1589,93.2,2018
5583,536,Couples without cohabiting children,990,913,92.22,2018
5643,548,Couples without cohabiting children,9231,8178,88.59,2018
5753,570,Couples without cohabiting children,1463,1344,91.87,2018
6513,139,Couples without cohabiting children,539,499,92.58,2019
7163,269,Couples without cohabiting children,1553,1461,94.08,2019
7493,335,Couples without cohabiting children,1685,1520,90.21,2019
7633,363,Couples without cohabiting children,646,586,90.71,2019
8213,480,Couples without cohabiting children,3448,3066,88.92,2019
8623,562,Couples without cohabiting children,3320,3084,92.89,2019
8948,44,Couples without cohabiting children,3087,2837,91.9,2020
9853,225,Couples without cohabiting children,604,542,89.74,2020
9948,244,Couples without cohabiting children,367,350,95.37,2020
10213,297,Couples without cohabiting children,218,198,90.83,2020
10588,372,Couples without cohabiting children,1932,1766,91.41,2020
10603,375,Couples without cohabiting children,5665,5200,91.79,2020
10943,444,Couples without cohabiting children,674,627,93.03,2020
11153,486,Couples without cohabiting children,2053,1908,92.94,2020
11318,519,Couples without cohabiting children,3467,3150,90.86,2020
11603,576,Couples without cohabiting children,2510,2285,91.04,2020
11848,42,Couples without cohabiting children,2894,2455,84.83,2021
11858,44,Couples without cohabiting children,3090,2854,92.36,2021
12163,105,Couples without cohabiting children,688,629,91.42,2021
12628,198,Couples without cohabiting children,2794,2592,92.77,2021
13148,302,Couples without cohabiting children,596,547,91.78,2021
13673,407,Couples without cohabiting children,1707,1582,92.68,2021
13693,411,Couples without cohabiting children,1011,915,90.5,2021
13993,472,Couples without cohabiting children,1722,1565,90.88,2021
14243,522,Couples without cohabiting children,1252,1144,91.37,2021
14428,559,Couples without cohabiting children,1555,1460,93.89,2021
14573,5,Couples without cohabiting children,3035,2795,92.09,2022
14618,14,Couples without cohabiting children,4304,4007,93.1,2022
14948,80,Couples without cohabiting children,1697,1256,74.01,2022
15188,128,Couples without cohabiting children,2093,1873,89.49,2022
15358,162,Couples without cohabiting children,1935,1772,91.58,2022
15873,265,Couples without cohabiting children,1212,1109,91.5,2022
16733,438,Couples without cohabiting children,973,907,93.22,2022
17108,513,Couples without cohabiting children,2250,2089,92.84,2022
17128,517,Couples without cohabiting children,688,641,93.17,2022
17143,520,Couples without cohabiting children,564,511,90.6,2022
17158,523,Couples without cohabiting children,1334,1207,90.48,2022
17168,525,Couples without cohabiting children,3362,2654,78.94,2022
17248,541,Couples without cohabiting children,1588,1443,90.87,2022
17788,66,Couples without cohabiting children,2940,2704,91.97,2023
17808,70,Couples without cohabiting children,6904,4164,60.31,2023
17858,80,Couples without cohabiting children,1713,1245,72.68,2023
18053,119,Couples without cohabiting children,1663,1484,89.24,2023
18108,130,Couples without cohabiting children,934,853,91.33,2023
18143,137,Couples without cohabiting children,428,394,92.06,2023
18303,169,Couples without cohabiting children,1324,1215,91.77,2023
18503,209,Couples without cohabiting children,1157,1042,90.06,2023
18578,224,Couples without cohabiting children,367,347,94.55,2023
18598,228,Couples without cohabiting children,413,394,95.4,2023
18703,249,Couples without cohabiting children,1495,1372,91.77,2023
19013,311,Couples without cohabiting children,289,270,93.43,2023
19258,360,Couples without cohabiting children,2724,2439,89.54,2023
19558,420,Couples without cohabiting children,3283,2908,88.58,2023
19853,479,Couples without cohabiting children,1706,1577,92.44,2023
20108,530,Couples without cohabiting children,1726,1489,86.27,2023
20268,562,Couples without cohabiting children,3323,3079,92.66,2023
188,38,Couples without cohabiting children,9196,7712,83.86,2017
278,56,Couples without cohabiting children,4473,4038,90.27,2017
538,108,Couples without cohabiting children,2987,2615,87.55,2017
543,109,Couples without cohabiting children,7306,6358,87.02,2017
573,115,Couples without cohabiting children,1114,1005,90.22,2017
748,150,Couples without cohabiting children,630,563,89.37,2017
928,186,Couples without cohabiting children,3238,2961,91.45,2017
1248,250,Couples without cohabiting children,569,537,94.38,2017
2053,411,Couples without cohabiting children,928,859,92.56,2017
2438,489,Couples without cohabiting children,1252,1149,91.77,2017
3048,28,Couples without cohabiting children,1408,1297,92.12,2018
3138,46,Couples without cohabiting children,1982,1843,92.99,2018
3358,90,Couples without cohabiting children,1102,987,89.56,2018
3638,146,Couples without cohabiting children,1642,1467,89.34,2018
3898,198,Couples without cohabiting children,2603,2413,92.7,2018
4138,246,Couples without cohabiting children,565,503,89.03,2018
4258,270,Couples without cohabiting children,755,696,92.19,2018
4263,271,Couples without cohabiting children,352,327,92.9,2018
4273,273,Couples without cohabiting children,612,573,93.63,2018
4448,308,Couples without cohabiting children,364,343,94.23,2018
4528,324,Couples without cohabiting children,406,386,95.07,2018
4798,378,Couples without cohabiting children,2431,2226,91.57,2018
5253,470,Couples without cohabiting children,2271,2119,93.31,2018
5738,567,Couples without cohabiting children,8030,7257,90.37,2018
6383,113,Couples without cohabiting children,633,583,92.1,2019
6888,214,Couples without cohabiting children,311,297,95.5,2019
7048,246,Couples without cohabiting children,563,505,89.7,2019
7278,292,Couples without cohabiting children,501,444,88.62,2019
7413,319,Couples without cohabiting children,611,541,88.54,2019
7803,397,Couples without cohabiting children,3775,3470,91.92,2019
7848,406,Couples without cohabiting children,4720,4269,90.44,2019
7908,419,Couples without cohabiting children,1020,957,93.82,2019
7943,426,Couples without cohabiting children,1990,1841,92.51,2019
7978,433,Couples without cohabiting children,801,735,91.76,2019
8083,454,Couples without cohabiting children,1130,1050,92.92,2019
8113,460,Couples without cohabiting children,1211,1075,88.77,2019
8353,508,Couples without cohabiting children,840,791,94.17,2019
8498,537,Couples without cohabiting children,1355,1263,93.21,2019
8503,538,Couples without cohabiting children,1198,1107,92.4,2019
8698,577,Couples without cohabiting children,4333,4028,92.96,2019
8778,10,Couples without cohabiting children,1900,1661,87.42,2020
8798,14,Couples without cohabiting children,4160,3858,92.74,2020
9178,90,Couples without cohabiting children,1088,979,89.98,2020
9358,126,Couples without cohabiting children,556,509,91.55,2020
9508,156,Couples without cohabiting children,2687,2384,88.72,2020
9993,253,Couples without cohabiting children,1325,1271,95.92,2020
10128,280,Couples without cohabiting children,1473,1371,93.08,2020
10178,290,Couples without cohabiting children,915,836,91.37,2020
10648,384,Couples without cohabiting children,4084,3656,89.52,2020
10713,397,Couples without cohabiting children,3788,3491,92.16,2020
10748,404,Couples without cohabiting children,889,823,92.58,2020
11123,480,Couples without cohabiting children,3460,3059,88.41,2020
11158,487,Couples without cohabiting children,3658,3092,84.53,2020
11268,509,Couples without cohabiting children,2885,2495,86.48,2020
11413,538,Couples without cohabiting children,1231,1145,93.01,2020
11638,583,Couples without cohabiting children,3445,3194,92.71,2020
11663,5,Couples without cohabiting children,3003,2773,92.34,2021
11718,16,Couples without cohabiting children,2326,2106,90.54,2021
11773,27,Couples without cohabiting children,1065,974,91.46,2021
11783,29,Couples without cohabiting children,2555,2340,91.59,2021
12173,107,Couples without cohabiting children,1638,1422,86.81,2021
12788,230,Couples without cohabiting children,377,358,94.96,2021
12818,236,Couples without cohabiting children,1780,1661,93.31,2021
13343,341,Couples without cohabiting children,817,769,94.12,2021
14143,502,Couples without cohabiting children,560,535,95.54,2021
14673,25,Couples without cohabiting children,2025,1851,91.41,2022
14818,54,Couples without cohabiting children,1144,1060,92.66,2022
15198,130,Couples without cohabiting children,917,842,91.82,2022
15618,214,Couples without cohabiting children,306,286,93.46,2022
15723,235,Couples without cohabiting children,434,403,92.86,2022
15788,248,Couples without cohabiting children,15174,11868,78.21,2022
15883,267,Couples without cohabiting children,1852,1743,94.11,2022
15908,272,Couples without cohabiting children,1335,1254,93.93,2022
16423,375,Couples without cohabiting children,5765,5266,91.34,2022
16523,395,Couples without cohabiting children,2537,2297,90.54,2022
16548,400,Couples without cohabiting children,805,751,93.29,2022
16643,420,Couples without cohabiting children,3343,2975,88.99,2022
17008,493,Couples without cohabiting children,749,709,94.66,2022
17333,558,Couples without cohabiting children,3358,2874,85.59,2022
17563,21,Couples without cohabiting children,6202,5712,92.1,2023
18338,176,Couples without cohabiting children,8,8,100.0,2023
18383,185,Couples without cohabiting children,2180,2031,93.17,2023
18548,218,Couples without cohabiting children,2453,2282,93.03,2023
18793,267,Couples without cohabiting children,1858,1722,92.68,2023
19008,310,Couples without cohabiting children,164,142,86.59,2023
19313,371,Couples without cohabiting children,6849,6209,90.66,2023
19408,390,Couples without cohabiting children,853,776,90.97,2023
108,22,Couples without cohabiting children,1342,1171,87.26,2017
468,94,Couples without cohabiting children,1355,1249,92.18,2017
908,182,Couples without cohabiting children,3443,3136,91.08,2017
1188,238,Couples without cohabiting children,1914,1786,93.31,2017
1203,241,Couples without cohabiting children,906,856,94.48,2017
1278,256,Couples without cohabiting children,303,278,91.75,2017
1338,268,Couples without cohabiting children,1085,944,87.0,2017
1488,298,Couples without cohabiting children,622,560,90.03,2017
1783,357,Couples without cohabiting children,1076,997,92.66,2017
2343,470,Couples without cohabiting children,2251,2088,92.76,2017
2878,577,Couples without cohabiting children,4269,3944,92.39,2017
2968,12,Couples without cohabiting children,1323,1185,89.57,2018
3438,106,Couples without cohabiting children,3161,2733,86.46,2018
4018,222,Couples without cohabiting children,857,808,94.28,2018
4083,235,Couples without cohabiting children,439,402,91.57,2018
5028,425,Couples without cohabiting children,3458,3125,90.37,2018
5368,493,Couples without cohabiting children,701,662,94.44,2018
6098,56,Couples without cohabiting children,4453,4017,90.21,2019
6228,82,Couples without cohabiting children,4999,3017,60.35,2019
6248,86,Couples without cohabiting children,6901,5301,76.81,2019
6643,165,Couples without cohabiting children,2477,2294,92.61,2019
6978,232,Couples without cohabiting children,1813,1654,91.23,2019
7013,239,Couples without cohabiting children,2021,1733,85.75,2019
7083,253,Couples without cohabiting children,1284,1228,95.64,2019
7578,352,Couples without cohabiting children,903,847,93.8,2019
7618,360,Couples without cohabiting children,2766,2454,88.72,2019
8078,453,Couples without cohabiting children,1182,1102,93.23,2019
8173,472,Couples without cohabiting children,1709,1560,91.28,2019
8278,493,Couples without cohabiting children,721,679,94.17,2019
8543,546,Couples without cohabiting children,4339,3902,89.93,2019
8768,8,Couples without cohabiting children,1670,1541,92.28,2020
8793,13,Couples without cohabiting children,5156,4708,91.31,2020
8858,26,Couples without cohabiting children,2890,2651,91.73,2020
